BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
DONNA'S RESTAURANT,,978 Saratoga,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:30 PM,+16175689314,157089,"(42.387008, -71.007351)"
DONOHUE CAFETERIA,,41 Temple,Boston,MA,02114,Active,FS,Eating & Drinking,04/12/2007 01:07:11 PM,+10000000000,134172,"(42.36, -71.06383)"
Donut-N-Donuts Inc.,,1 Sullivan,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,05/21/2008 12:26:46 PM,+16178869080,157266,"(42.377781, -71.06708)"
Dot 2 Dot Cafe,,1735 Dorchester,Dorchester,MA,02124,Active,FS,Eating & Drinking,10/11/2007 01:32:02 PM,+16174362368,48397,"(42.29105, -71.06302)"
Dot Tavern,,840 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,12/07/2006 01:33:58 PM,+19786638794,157858,"(42.322145, -71.0564)"
Double Tree Club Hotel,,821 Washington,BOSTON,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:35:16 PM,+10009567900,,"(42.3594, -71.0587)"
Double Tree Club Hotel/Starbucks,,821 WASHINGTON,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,05/18/2009 09:04:05 AM,+16179565180,,"(42.3594, -71.0587)"
Double Tree Guest Suites,,400 SOLDIERS FIELD,ALLSTON,MA,02134,Active,FS,Eating & Drinking,12/07/2006 01:34:54 PM,+10007830090,,"(42.3594, -71.0587)"
Dough East Boston,,20 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,06/29/2007 01:58:46 PM,+16173082228,92987,"(42.371665, -71.042087)"
Doughboy Donuts & Deli,,220 Dorchester,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,12/03/2012 09:02:36 AM,+16172697560,48549,"(42.34012, -71.05676)"
DOUZO JAPANESE RESTAURANT,,131 Dartmouth,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:36:36 PM,+16176427457,46311,"(42.34682, -71.07543)"
Down Home Delivery & Catering,,2 Bowdoin,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,10/01/2010 09:31:58 AM,+16172880813,17676,"(42.29962, -71.07332)"
Down Home Delivery@Franklin Park Golf Course,,1 Circuit,Roxbury,MA,02119,Active,FS,Eating & Drinking,04/23/2013 10:10:13 AM,+10000000000,,"(42.3594, -71.0587)"
DOYLES CAFE,,3484 Washington,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:36:38 PM,+16175530441,144934,"(42.30644, -71.10723)"
Dozzi,,336 Sumner,East Boston,MA,02128,Active,FS,Eating & Drinking,08/04/2009 11:28:47 AM,+16175610038,155729,"(42.367286, -71.035739)"
D'RAFAS RESTAURANT,,156 Bunker Hill,Charlestown,MA,02129,Active,FS,Eating & Drinking,05/31/2013 09:51:46 AM,+16173986895,162705,"(42.378266, -71.060888)"
Dragon Bowl,,396 Brookline,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,01/04/2008 01:41:11 PM,+17818886896,22101,"(42.33829, -71.10695)"
DRAGON CHEF CHINESE REST.,,411 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:13 PM,+16177826500,156051,"(42.349266, -71.15532)"
Dragon Chef East,,4198 Washington,Roslindale,MA,02131,Active,FS,Eating & Drinking,05/16/2008 09:38:34 AM,+16173273650,145150,"(42.28683, -71.12736)"
Drink,,348 Congress,Boston,MA,02210,Active,FS,Eating & Drinking,07/11/2007 11:26:26 AM,+16177429991,42106,"(42.35071, -71.04854)"
Drinking Fountain,,3520 Washington,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175227335,157363,"(42.305511, -71.108121)"
DRY DOCK CAFE,,7 Dry Dock,Boston,MA,02210,Active,FS,Eating & Drinking,12/07/2006 01:35:24 PM,+16179512999,157724,"(42.344287, -71.036123)"
DUBLIN HOUSE,,9 Stoughton,Dorchester,MA,02125,Active,FS,Eating & Drinking,12/07/2006 01:34:11 PM,+16172822235,155753,"(42.316689, -71.064821)"
Ducali Pizzeria & Bar,,289 Causeway,BOSTON,MA,02113,Active,FS,Eating & Drinking,06/01/2007 11:24:41 AM,+16177424144,,"(42.3594, -71.0587)"
Dudley Square Grille(tm),,150 Dudley,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:54 PM,+16179890200,49636,"(42.32881, -71.08328)"
Dug Out Cafe Inc,,722 COMMONWEALTH ,BOSTON,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:33:57 PM,+16172478656,,"(42.3594, -71.0587)"
Dugout Inseat,,4 Yawkey,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,03/08/2011 08:54:30 AM,+16175366683,156417,"(42.346723, -71.09868)"
Dumpling Cafe Inc.,,693 Washington,Boston,MA,02111,Active,FS,Eating & Drinking,04/16/2010 09:59:57 AM,+10000000000,157022,"(42.351285, -71.063099)"
Dumpling Gourmet,,52 Beach,Boston,MA,02111,Active,FS,Eating & Drinking,09/26/2007 03:35:11 PM,+16173386222,9393,"(42.35152, -71.06065)"
Dumpling King,,40 Harrison,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,12/17/2010 08:52:04 AM,+16175922383,340723,"(42.351624, -71.061017)"
DUNKIN DONUT,,16 KNEELAND,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:46 PM,+16176950546,,"(42.3594, -71.0587)"
DUNKIN DONUT,,326 Congress,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:47 PM,+12420740000,42100,"(42.35118, -71.04926)"
Dunkin Donuts,,1 Harbor,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,07/31/2008 10:59:03 AM,+16174644001,,"(42.3594, -71.0587)"
Dunkin Donuts,,100 Cambridge,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,05/15/2007 04:47:44 PM,+16175234443,25222,"(42.360584, -71.062109)"
Dunkin Donuts,,100 Service,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,10/14/2008 10:38:57 AM,+16175411911,157261,"(42.36914, -71.029816)"
Dunkin Donuts,,115 FORSYTH,BOSTON,MA,02215,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:43 PM,+16176500372,,"(42.3594, -71.0587)"
Dunkin Donuts,,1200 Hyde Park,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:11 PM,+16173642010,157265,"(42.257869, -71.12321)"
Dunkin Donuts,,127 Tremont,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:00 PM,+10004644001,136811,"(42.356395, -71.061879)"
Dunkin Donuts,,153 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:07 PM,+16177334679,156453,"(42.346437, -71.087599)"
